fiscal_year,ministry,department,state,district,scheme,allocated_budget,released_budget,spent_budget,quarter,month,vendor_name,project_cost,invoice_amount,utilization_pct,anomaly_type
2020-21,Health & Family Welfare,Directorate of Health,Rajasthan,Bikaner,Janani Suraksha Yojana,487679328.38,380169565.79,273745814.87,Q3,10,WAPCOS Ltd,460255819.97,437690684.81,56.13,normal
2019-20,Social Justice,Directorate of Social Justice,Bihar,Bhagalpur,NSFDC Schemes,455413826.15,405175608.69,312493828.56,Q2,8,Kalpataru Power,395151945.7,368098107.52,68.62,normal
2020-21,Women & Child Development,Directorate of Women,Bihar,Purnia,Mission Shakti,33623382.19,32236872.63,29153976.6,Q4,3,PNC Infratech,30479963.87,30606549.73,86.71,normal
2019-20,Water Resources,Directorate of Water Resources,Odisha,Balasore,Atal Bhujal Yojana,147797190.27,113686790.22,96795994.23,Q2,9,Engineers India Ltd,144038751.82,148032283.22,65.49,normal
2022-23,Urban Development,Directorate of Urban Development,Gujarat,Rajkot,Smart Cities,254798288.89,202187912.57,20515069.89,Q1,4,Mahindra Agri,216578545.56,20234474.32,8.05,low_utilization
2022-23,Education,Directorate of Education,Tamil Nadu,Erode,NIPUN Bharat,134899393.79,129224427.56,108144620.3,Q4,2,Shapoorji Pallonji,113509735.05,117395479.05,80.17,normal
2021-22,Women & Child Development,Directorate of Women,Bihar,Arrah,Beti Bachao Beti Padhao,286113822.99,250298515.52,215284355.0,Q4,2,Sri Ram Suppliers,157455461.0,348459519.87,75.24,inflated
2019-20,Social Justice,Directorate of Social Justice,Tamil Nadu,Tiruchirappalli,Venture Capital Fund SCs,310941784.08,258365967.66,201748912.43,Q4,3,Mahindra Agri,268468406.62,257019742.97,64.88,normal
2019-20,Education,Directorate of Education,Gujarat,Rajkot,Eklavya Model School,147964392.87,126222879.2,85201817.18,Q3,10,Engineers India Ltd,145792450.75,133365301.47,57.58,normal
2020-21,Health & Family Welfare,Directorate of Health,Tamil Nadu,Chennai,PMJAY,337878555.22,307016449.92,275060493.31,Q3,10,Engineers India Ltd,283185642.39,280525143.46,81.41,normal
2021-22,Education,Directorate of Education,Punjab,Bathinda,Samagra Shiksha,391780998.79,318757869.09,266349360.9,Q3,11,Larsen & Toubro Ltd,350409238.26,342313749.73,67.98,normal
2020-21,Education,Directorate of Education,West Bengal,Siliguri,PM POSHAN,258396849.89,232951028.84,205143102.61,Q4,1,Ganesh Construction Pvt Ltd,224322551.98,215032813.5,79.39,repeat_vendor
2022-23,Infrastructure & Roads,Directorate of Infrastructure,West Bengal,Malda,Bharatmala,16021932.77,15135119.74,11317785.54,Q4,3,Larsen & Toubro Ltd,14419099.29,14402188.85,70.64,normal
2022-23,Water Resources,Directorate of Water Resources,Tamil Nadu,Tiruchirappalli,National River Conservation Plan,269264399.18,190237224.69,171463568.95,Q4,3,Dilip Buildcon Ltd,223688235.2,233283483.39,63.68,normal
2020-21,Water Resources,Directorate of Water Resources,Odisha,Balasore,National River Conservation Plan,267710799.8,195540985.0,162737968.7,Q4,1,Agri Gold Farms,248382257.06,234894310.57,60.79,normal
2023-24,Education,Directorate of Education,Maharashtra,Nagpur,Samagra Shiksha,94159360.51,91300538.8,67637414.76,Q4,1,Techno Electric,80809550.49,79085022.53,71.83,normal
2019-20,Women & Child Development,Directorate of Women,Uttar Pradesh,Meerut,One Stop Centre,429993966.34,319902579.92,219273404.87,Q2,8,Everonn Education,385124194.2,350584118.49,50.99,normal
2022-23,Infrastructure & Roads,Directorate of Infrastructure,Rajasthan,Kota,Setu Bharatam,302251014.9,277314819.75,235854868.8,Q4,1,Shapoorji Pallonji,137550868.96,249024931.15,78.03,inflated
2023-24,Education,Directorate of Education,Gujarat,Surat,National Scholarship Portal,165116839.99,138280138.37,110356199.18,Q2,9,Shapoorji Pallonji,156441294.46,147553358.86,66.84,normal
2023-24,Women & Child Development,Directorate of Women,Tamil Nadu,Salem,PM Matru Vandana Yojana,125318273.97,112366478.79,91517669.49,Q2,8,Balaji Trading Co,117762134.34,112999058.41,73.03,repeat_vendor
2023-24,Agriculture & Farmers Welfare,Directorate of Agriculture,Bihar,Bhagalpur,Soil Health Card,458231870.45,374248423.96,20494135.25,Q3,12,Mahindra Agri,389497089.88,20059443.8,4.47,low_utilization
2019-20,Social Justice,Directorate of Social Justice,Maharashtra,Solapur,PM SVANidhi,226017055.71,190238121.86,151789779.1,Q3,11,Hindustan Construction Co,209692595.21,209974277.36,67.16,normal
2020-21,Women & Child Development,Directorate of Women,West Bengal,Bardhaman,PM Matru Vandana Yojana,6357943.33,6083269.71,4590893.49,Q4,1,Kaveri Seeds,5702769.02,5190863.24,72.21,normal
2020-21,Social Justice,Directorate of Social Justice,Telangana,Karimnagar,Pradhan Mantri Adarsh Gram Yojana,420939704.01,296787122.93,202457739.85,Q4,2,MECON Limited,347203812.48,351098388.08,48.1,normal
2020-21,Education,Directorate of Education,Maharashtra,Mumbai,Eklavya Model School,89792174.12,77922215.44,8194908.65,Q4,2,Agri Gold Farms,76323348.0,8184845.02,9.13,low_utilization
2021-22,Social Justice,Directorate of Social Justice,Telangana,Warangal,Pradhan Mantri Adarsh Gram Yojana,299504469.84,241301990.47,172423827.69,Q4,1,RITES Ltd,262045128.53,245216865.12,57.57,normal
2019-20,Health & Family Welfare,Directorate of Health,Uttar Pradesh,Gorakhpur,Ayushman Bharat,340299803.32,329562892.42,224403666.29,Q3,10,Afcons Infrastructure,321516036.66,291487042.28,65.94,normal
2023-24,Social Justice,Directorate of Social Justice,Maharashtra,Solapur,Ambedkar Social Innovation,104352538.37,100480903.07,69196904.16,Q2,9,GR Infraprojects,85691910.97,81279220.94,66.31,normal
2022-23,Agriculture & Farmers Welfare,Directorate of Agriculture,West Bengal,Bardhaman,PM-KISAN,110828000.68,98832935.84,137113389.94,Q2,8,Shapoorji Pallonji,105286600.65,138036591.79,123.72,overspent
2022-23,Infrastructure & Roads,Directorate of Infrastructure,West Bengal,Durgapur,AMRUT,268554583.62,260522923.5,204325998.37,Q1,6,Balaji Trading Co,139641247.73,443218842.05,76.08,inflated
2020-21,Power & Energy,Directorate of Power,Telangana,Nizamabad,National Solar Mission,241583059.11,210271317.01,176041630.45,Q3,12,Educomp Solutions,217957498.99,220414335.17,72.87,normal
2019-20,Social Justice,Directorate of Social Justice,Odisha,Bhubaneswar,NSFDC Schemes,118961766.51,91385573.05,61722244.15,Q1,5,Dilip Buildcon Ltd,104080211.7,98302949.12,51.88,normal
2020-21,Education,Directorate of Education,West Bengal,Siliguri,Samagra Shiksha,438788621.85,346165093.71,312182302.61,Q4,3,Shapoorji Pallonji,396741514.32,415243604.7,71.15,normal
2021-22,Rural Development,Directorate of Rural Development,Uttar Pradesh,Varanasi,PMGSY,270116564.31,252019079.67,201531495.1,Q2,7,Ganesh Construction Pvt Ltd,140896214.09,328863076.07,74.61,inflated
2019-20,Water Resources,Directorate of Water Resources,Rajasthan,Sikar,Jal Jeevan Mission,476876933.77,466272869.03,443074790.62,Q4,1,Dilip Buildcon Ltd,390253134.56,385919216.49,92.91,normal
2022-23,Infrastructure & Roads,Directorate of Infrastructure,Bihar,Gaya,Smart Cities Mission,361115209.11,270620438.77,197463674.49,Q3,10,MECON Limited,330523105.25,345449155.72,54.68,normal
2021-22,Infrastructure & Roads,Directorate of Infrastructure,Madhya Pradesh,Satna,PMGSY,84715253.02,71286353.36,63101039.94,Q4,2,NCC Limited,81658791.21,83213067.51,74.49,normal
2021-22,Agriculture & Farmers Welfare,Directorate of Agriculture,West Bengal,Malda,PM-KISAN,363597469.33,301721304.9,239914598.91,Q2,9,Educomp Solutions,331756664.53,322509494.95,65.98,normal
2020-21,Water Resources,Directorate of Water Resources,Rajasthan,Sikar,Atal Bhujal Yojana,7404301.85,6686800.61,5398021.36,Q2,7,Everonn Education,7315872.25,7649285.05,72.9,normal
2023-24,Water Resources,Directorate of Water Resources,West Bengal,Jalpaiguri,PMKSY,442614790.9,365110950.0,341899354.24,Q1,5,Sri Ram Suppliers,194239571.22,468276084.36,77.25,inflated
2022-23,Rural Development,Directorate of Rural Development,Punjab,Mohali,Shyama Prasad Mukherji Rurban Mission,29794604.11,24393774.8,17782412.46,Q3,12,Nuziveedu Seeds,24041311.18,24569473.82,59.68,normal
2023-24,Agriculture & Farmers Welfare,Directorate of Agriculture,Punjab,Jalandhar,Soil Health Card,74536327.56,64245521.9,55381791.66,Q4,3,Afcons Infrastructure,59812978.76,60748802.33,74.3,normal
2020-21,Power & Energy,Directorate of Power,West Bengal,Howrah,RDSS,415045032.95,325653247.38,312515971.35,Q4,1,Educomp Solutions,380685925.94,384527052.85,75.3,normal
2021-22,Health & Family Welfare,Directorate of Health,Maharashtra,Solapur,National Health Mission,199587139.63,194870324.32,177574530.93,Q2,9,Larsen & Toubro Ltd,163536539.34,166163188.86,88.97,normal
2022-23,Power & Energy,Directorate of Power,Karnataka,Ballari,National Solar Mission,187951042.97,123936075.26,6087429.31,Q2,7,Kalpataru Power,159758386.52,5975093.44,3.24,low_utilization
2020-21,Infrastructure & Roads,Directorate of Infrastructure,Rajasthan,Kota,PMGSY,491490615.53,411940937.65,382381230.45,Q2,8,M/s Shiv Enterprises,478550846.41,462573284.23,77.8,repeat_vendor
2021-22,Rural Development,Directorate of Rural Development,Maharashtra,Thane,MGNREGS,15803659.19,13209558.37,11801033.07,Q1,5,Larsen & Toubro Ltd,12835910.47,12999822.54,74.67,normal
2020-21,Agriculture & Farmers Welfare,Directorate of Agriculture,Telangana,Hyderabad,PM-KISAN,301889451.06,287481111.05,269204693.8,Q1,5,Shapoorji Pallonji,166456508.2,440463923.99,89.17,inflated
2020-21,Water Resources,Directorate of Water Resources,Tamil Nadu,Erode,PMKSY,199837204.05,199096958.91,262171070.15,Q3,12,KEC International,189845343.85,262251941.09,131.19,overspent
2023-24,Power & Energy,Directorate of Power,Punjab,Jalandhar,DDUGJY,140454297.56,118615835.21,9364575.86,Q1,6,Nuziveedu Seeds,119386152.93,9233883.65,6.67,low_utilization
2021-22,Infrastructure & Roads,Directorate of Infrastructure,Uttar Pradesh,Meerut,PMGSY,163437074.53,142172872.42,110618010.15,Q1,6,IRB Infrastructure,142135796.23,147943850.47,67.68,normal
2021-22,Women & Child Development,Directorate of Women,Telangana,Warangal,PM Matru Vandana Yojana,72437561.0,62305714.63,57581498.17,Q2,9,Shapoorji Pallonji,59802441.73,60969971.62,79.49,normal
2022-23,Rural Development,Directorate of Rural Development,Telangana,Adilabad,PMAY-G,331658413.11,251814777.67,224377242.62,Q1,5,IRB Infrastructure,272322711.64,285667673.89,67.65,normal
2021-22,Agriculture & Farmers Welfare,Directorate of Agriculture,Rajasthan,Ajmer,Kisan Credit Card,129556642.8,123247629.11,84965854.99,Q2,9,Dilip Buildcon Ltd,127554634.75,126920972.48,65.58,normal
2023-24,Women & Child Development,Directorate of Women,Maharashtra,Solapur,Beti Bachao Beti Padhao,172269664.2,163413894.72,146256353.69,Q1,6,NBCC India Ltd,102198909.28,246477928.61,84.9,inflated
2021-22,Infrastructure & Roads,Directorate of Infrastructure,Bihar,Darbhanga,PMGSY,45480573.97,40075807.88,5576101.44,Q1,4,Kalpataru Power,38658487.87,5520890.96,12.26,low_utilization
2019-20,Education,Directorate of Education,Tamil Nadu,Vellore,NIPUN Bharat,295439832.0,238916504.33,187688868.05,Q3,10,Narayana Health,283475590.61,294839779.72,63.53,normal
2022-23,Education,Directorate of Education,Karnataka,Mangaluru,Samagra Shiksha,426328650.59,395855287.82,294905672.38,Q1,6,Techno Electric,383681517.59,371544780.89,69.17,normal
2023-24,Urban Development,Directorate of Urban Development,Madhya Pradesh,Gwalior,Smart Cities,251686619.15,171659275.28,26714832.15,Q3,11,Nuziveedu Seeds,213933626.28,26559228.81,10.61,low_utilization
2019-20,Infrastructure & Roads,Directorate of Infrastructure,Gujarat,Gandhinagar,Smart Cities Mission,414114462.46,374833332.3,340848681.66,Q3,10,NBCC India Ltd,407750173.73,414439645.86,82.31,normal
2020-21,Women & Child Development,Directorate of Women,Punjab,Firozpur,Mission Shakti,196750500.94,163806214.01,124731599.85,Q1,6,NIIT Technologies,172788772.71,169190734.24,63.4,normal
2022-23,Rural Development,Directorate of Rural Development,Madhya Pradesh,Jabalpur,Shyama Prasad Mukherji Rurban Mission,162385874.21,149909943.9,106965366.08,Q1,4,Sri Ram Suppliers,144768062.37,139899432.35,65.87,repeat_vendor
2020-21,Education,Directorate of Education,Gujarat,Anand,Eklavya Model School,402374863.17,355034107.92,271924971.87,Q2,7,KEC International,376487497.41,394661538.39,67.58,normal
2019-20,Education,Directorate of Education,West Bengal,Malda,PM POSHAN,487105221.22,348130298.45,335489187.1,Q1,5,Fortis Healthcare,447493083.28,467835691.94,68.87,normal
2020-21,Power & Energy,Directorate of Power,Bihar,Patna,DDUGJY,152042115.18,113772561.48,101082833.6,Q4,2,IRB Infrastructure,145283259.66,149603165.63,66.48,normal
2019-20,Power & Energy,Directorate of Power,Madhya Pradesh,Satna,National Solar Mission,42235858.29,37474264.44,30471055.89,Q1,4,Tata Projects Ltd,38745913.47,40609684.91,72.14,normal
2020-21,Women & Child Development,Directorate of Women,Madhya Pradesh,Indore,One Stop Centre,499977141.4,344738740.86,13802591.1,Q4,2,Apollo Hospitals,424980570.19,13173812.42,2.76,low_utilization
2022-23,Social Justice,Directorate of Social Justice,Rajasthan,Bharatpur,PM SVANidhi,259931656.85,233899437.68,211169478.97,Q4,1,Kalpataru Power,247117453.28,230095895.76,81.24,normal
2023-24,Health & Family Welfare,Directorate of Health,Rajasthan,Udaipur,Ayushman Bharat,62399606.31,47282950.5,33173116.81,Q4,2,WAPCOS Ltd,60545715.33,54809056.75,53.16,normal
2023-24,Health & Family Welfare,Directorate of Health,Karnataka,Belagavi,Poshan Abhiyaan,488574446.31,433487952.42,519769865.56,Q2,8,Balaji Trading Co,464145723.99,566789261.84,106.38,overspent
2023-24,Rural Development,Directorate of Rural Development,Telangana,Adilabad,PMAY-G,157155088.51,157054420.05,136831217.61,Q4,3,NBCC India Ltd,69457504.62,134651206.39,87.07,inflated
2020-21,Agriculture & Farmers Welfare,Directorate of Agriculture,Bihar,Patna,Pradhan Mantri Fasal Bima Yojana,478754041.08,422455436.04,554262912.36,Q3,10,Dilip Buildcon Ltd,454816339.03,594674465.42,115.77,overspent
2022-23,Power & Energy,Directorate of Power,Maharashtra,Aurangabad,National Solar Mission,228577806.75,213789996.19,200543539.3,Q2,8,Sri Ram Suppliers,115930289.5,220126261.68,87.74,inflated
2023-24,Rural Development,Directorate of Rural Development,Telangana,Karimnagar,PMGSY,410962334.58,378323516.25,291786327.97,Q2,8,RITES Ltd,335141805.54,307892492.28,71.0,normal
2021-22,Health & Family Welfare,Directorate of Health,Telangana,Mahbubnagar,Ayushman Bharat,454713449.21,292789485.16,43243712.42,Q1,5,Engineers India Ltd,386506431.83,41111383.7,9.51,low_utilization
2019-20,Power & Energy,Directorate of Power,Bihar,Arrah,DDUGJY,364435380.06,338916197.01,273396223.72,Q2,9,Max Healthcare,342602459.92,352815354.43,75.02,normal
2020-21,Social Justice,Directorate of Social Justice,Madhya Pradesh,Indore,PM SVANidhi,91155569.63,80723942.88,72424459.96,Q3,11,Laxmi Infra Works,83764985.58,86693660.91,79.45,repeat_vendor
2019-20,Women & Child Development,Directorate of Women,Odisha,Rourkela,Mission Shakti,64057811.54,58031141.49,38701936.23,Q2,9,Narayana Health,60310460.51,56533020.01,60.42,normal
2022-23,Urban Development,Directorate of Urban Development,West Bengal,Jalpaiguri,AMRUT 2.0,251612393.58,206265354.48,196227789.9,Q3,11,Techno Electric,216647702.88,222862940.09,77.99,normal
2019-20,Rural Development,Directorate of Rural Development,West Bengal,Bardhaman,MGNREGS,120778333.5,104000855.21,70415571.86,Q1,6,MECON Limited,110008765.62,107140570.88,58.3,normal
2022-23,Agriculture & Farmers Welfare,Directorate of Agriculture,West Bengal,Asansol,Kisan Credit Card,7936230.86,7402846.92,4829120.47,Q1,5,Pearson India,7464170.7,7557101.06,60.85,normal
2022-23,Infrastructure & Roads,Directorate of Infrastructure,Punjab,Ludhiana,AMRUT,465162495.55,405221463.67,19438583.51,Q2,9,Narayana Health,395388121.22,19608838.78,4.18,low_utilization
2022-23,Social Justice,Directorate of Social Justice,Tamil Nadu,Chennai,Pradhan Mantri Adarsh Gram Yojana,187268565.77,179016136.15,130668330.18,Q4,1,Kalpataru Power,160678854.16,156255156.82,69.78,normal
2022-23,Rural Development,Directorate of Rural Development,Bihar,Patna,Shyama Prasad Mukherji Rurban Mission,464625394.3,419605889.62,389681096.22,Q2,8,Shapoorji Pallonji,268785224.53,803047597.38,83.87,inflated
2022-23,Agriculture & Farmers Welfare,Directorate of Agriculture,Tamil Nadu,Chennai,RKVY,177592479.45,168580541.52,119619773.41,Q3,11,Max Healthcare,142388810.02,137351175.44,67.36,normal
2019-20,Infrastructure & Roads,Directorate of Infrastructure,Maharashtra,Nagpur,Smart Cities Mission,78659569.87,69528317.45,91922174.92,Q4,1,BHEL,74726591.38,95272698.65,116.86,overspent
2022-23,Education,Directorate of Education,Karnataka,Belagavi,Samagra Shiksha,70797326.27,42601800.15,6874746.32,Q4,1,PNC Infratech,60177727.33,6584264.88,9.71,low_utilization
2022-23,Rural Development,Directorate of Rural Development,Uttar Pradesh,Agra,Deen Dayal Upadhyaya Grameen Kaushalya Yojana,80995938.04,67567021.77,58302078.13,Q3,10,Engineers India Ltd,66721089.28,64943651.15,71.98,normal
2022-23,Women & Child Development,Directorate of Women,Telangana,Nizamabad,Mission Shakti,55756659.22,39359886.84,27543003.27,Q4,1,Larsen & Toubro Ltd,53162691.62,49732408.3,49.4,normal
2022-23,Water Resources,Directorate of Water Resources,West Bengal,Kolkata,National River Conservation Plan,243478692.7,164183572.18,7289638.3,Q3,11,HG Infra Engineering,206956888.79,7052452.97,2.99,low_utilization
2020-21,Health & Family Welfare,Directorate of Health,Madhya Pradesh,Jabalpur,Janani Suraksha Yojana,391575743.6,354191177.14,299487108.54,Q4,3,PNC Infratech,390992426.4,386566169.21,76.48,normal
2022-23,Education,Directorate of Education,Bihar,Gaya,PM POSHAN,495208999.13,438389013.42,382842263.46,Q1,5,Balaji Trading Co,283690390.29,661706050.6,77.31,inflated
2021-22,Social Justice,Directorate of Social Justice,Madhya Pradesh,Jabalpur,NSFDC Schemes,31613512.06,22586701.64,15476805.12,Q4,2,Narayana Health,27064681.37,25783268.23,48.96,normal
2020-21,Power & Energy,Directorate of Power,Bihar,Purnia,DDUGJY,27013187.87,17925769.55,1712436.33,Q1,4,KEC International,22961209.69,1678467.63,6.34,low_utilization
2021-22,Rural Development,Directorate of Rural Development,Gujarat,Bhavnagar,PMGSY,334804822.62,278269376.71,11367107.54,Q1,4,Narayana Health,284584099.23,11388596.46,3.4,low_utilization
2021-22,Water Resources,Directorate of Water Resources,Punjab,Mohali,Atal Bhujal Yojana,192640628.96,149507829.83,132411139.91,Q2,9,M/s Shiv Enterprises,155693656.41,162985260.25,68.73,repeat_vendor
2019-20,Infrastructure & Roads,Directorate of Infrastructure,Bihar,Begusarai,PMGSY,362949978.92,305023098.18,272737590.76,Q3,11,M/s Shiv Enterprises,154459311.9,368462315.24,75.14,inflated
2022-23,Rural Development,Directorate of Rural Development,Karnataka,Davangere,PMGSY,34786539.44,33421969.65,27113179.06,Q1,5,Tata Projects Ltd,28990650.63,27283747.69,77.94,normal
2019-20,Education,Directorate of Education,Madhya Pradesh,Bhopal,NIPUN Bharat,407452218.91,345964239.68,281724237.55,Q2,9,Hindustan Construction Co,339449928.33,343730109.75,69.14,normal
2023-24,Power & Energy,Directorate of Power,Karnataka,Ballari,UDAY Scheme,92849103.84,70656883.19,61679993.96,Q3,10,Kaveri Seeds,83635088.66,84311435.16,66.43,normal
2021-22,Rural Development,Directorate of Rural Development,Madhya Pradesh,Jabalpur,PMGSY,112740795.68,88131297.67,75323785.15,Q1,4,Engineers India Ltd,111100371.05,104497145.86,66.81,normal
2023-24,Agriculture & Farmers Welfare,Directorate of Agriculture,Telangana,Karimnagar,Pradhan Mantri Fasal Bima Yojana,324674104.72,323321120.91,372520860.54,Q1,4,Ganesh Construction Pvt Ltd,308440399.48,382356833.57,114.74,overspent
2019-20,Education,Directorate of Education,West Bengal,Durgapur,Eklavya Model School,110420516.76,92239452.7,87103646.77,Q1,5,NBCC India Ltd,58684476.37,176943949.28,78.88,inflated
2023-24,Urban Development,Directorate of Urban Development,Maharashtra,Thane,Housing for All,111098879.72,95863430.82,87089486.94,Q2,8,NIIT Technologies,92337422.53,86313187.94,78.39,normal
2019-20,Power & Energy,Directorate of Power,Tamil Nadu,Madurai,UDAY Scheme,230235666.21,180786135.72,152296861.45,Q4,1,Balaji Trading Co,214007011.27,203757087.77,66.15,repeat_vendor
2020-21,Education,Directorate of Education,Rajasthan,Bharatpur,NIPUN Bharat,36952296.12,35273061.67,33880599.32,Q1,4,KEC International,34914797.67,32142342.57,91.69,normal
2022-23,Agriculture & Farmers Welfare,Directorate of Agriculture,Odisha,Cuttack,Kisan Credit Card,413454561.89,328011958.03,8855800.28,Q1,4,RITES Ltd,351436377.61,8890410.82,2.14,low_utilization
2019-20,Rural Development,Directorate of Rural Development,Rajasthan,Jaipur,MGNREGS,43397631.45,39609369.33,37057135.39,Q3,12,Afcons Infrastructure,37386061.28,36333129.88,85.39,normal
2019-20,Infrastructure & Roads,Directorate of Infrastructure,Uttar Pradesh,Allahabad,AMRUT,52304840.56,44105108.86,40474141.8,Q1,4,NCC Limited,41856534.62,39079224.29,77.38,normal
2021-22,Infrastructure & Roads,Directorate of Infrastructure,West Bengal,Malda,Bharatmala,460923767.88,371518332.31,49923218.71,Q3,10,Kalpataru Power,391785202.7,49145786.4,10.83,low_utilization
2021-22,Health & Family Welfare,Directorate of Health,Bihar,Gaya,Poshan Abhiyaan,167528670.31,160646026.86,108779429.64,Q1,6,Shapoorji Pallonji,154277366.32,142970403.83,64.93,normal
2020-21,Social Justice,Directorate of Social Justice,Tamil Nadu,Madurai,Pradhan Mantri Adarsh Gram Yojana,408963709.95,298174752.88,281236934.17,Q3,12,Narayana Health,403473931.12,412192160.41,68.77,normal
2021-22,Health & Family Welfare,Directorate of Health,Uttar Pradesh,Agra,National Health Mission,223901000.98,211646417.67,191256918.27,Q2,8,M/s Shiv Enterprises,204996720.61,214418068.84,85.42,repeat_vendor
2020-21,Rural Development,Directorate of Rural Development,Rajasthan,Jodhpur,PMGSY,176951770.05,147712400.07,141997649.11,Q2,8,Fortis Healthcare,146453115.98,152546230.52,80.25,normal
2022-23,Infrastructure & Roads,Directorate of Infrastructure,West Bengal,Malda,AMRUT,268570068.53,194287068.77,170734567.75,Q4,3,Techno Electric,252622018.69,236272059.0,63.57,normal
2023-24,Agriculture & Farmers Welfare,Directorate of Agriculture,Bihar,Patna,Soil Health Card,460531146.28,367419720.14,338614190.34,Q4,1,Dilip Buildcon Ltd,395568373.01,364564133.88,73.53,normal
2020-21,Social Justice,Directorate of Social Justice,West Bengal,Siliguri,NSFDC Schemes,69762855.08,65632375.81,54179011.45,Q1,6,M/s Shiv Enterprises,37617841.13,90079390.39,77.66,inflated
2019-20,Agriculture & Farmers Welfare,Directorate of Agriculture,Punjab,Amritsar,RKVY,435368011.63,349281989.88,235862392.43,Q4,3,Hindustan Construction Co,349380887.61,357996689.8,54.18,normal
2020-21,Power & Energy,Directorate of Power,Rajasthan,Udaipur,UDAY Scheme,206349719.14,189592292.49,165415302.82,Q3,11,MECON Limited,169671744.38,154231635.97,80.16,normal
2020-21,Agriculture & Farmers Welfare,Directorate of Agriculture,Odisha,Rourkela,RKVY,416507367.11,408758862.75,506575742.59,Q1,5,WAPCOS Ltd,395681998.75,553137663.63,121.62,overspent
2020-21,Social Justice,Directorate of Social Justice,Madhya Pradesh,Jabalpur,Pradhan Mantri Adarsh Gram Yojana,261229021.34,215520909.9,170772917.33,Q3,10,Hindustan Construction Co,107417207.54,252345292.62,65.37,inflated
2022-23,Social Justice,Directorate of Social Justice,Odisha,Cuttack,Pradhan Mantri Adarsh Gram Yojana,321303526.32,251569374.33,226622450.82,Q3,12,Ganesh Construction Pvt Ltd,269556346.06,259000543.33,70.53,repeat_vendor
2020-21,Health & Family Welfare,Directorate of Health,Tamil Nadu,Erode,Ayushman Bharat,271242389.58,235218962.22,209835745.64,Q3,10,BHEL,227178727.57,211335030.48,77.36,normal
2023-24,Agriculture & Farmers Welfare,Directorate of Agriculture,Bihar,Darbhanga,PM-KISAN,493260492.71,351918519.77,239243887.24,Q1,6,BHEL,395444838.75,377055614.34,48.5,normal
2022-23,Rural Development,Directorate of Rural Development,West Bengal,Siliguri,PMGSY,351625748.46,286237507.66,253968358.89,Q3,10,KEC International,316616279.75,321764152.65,72.23,normal
2023-24,Agriculture & Farmers Welfare,Directorate of Agriculture,Odisha,Balasore,Kisan Credit Card,81450278.45,50794499.77,6103082.85,Q1,5,Techno Electric,69232736.68,6175759.24,7.49,low_utilization
2023-24,Education,Directorate of Education,Punjab,Jalandhar,NIPUN Bharat,392890577.4,314661576.47,290717346.21,Q3,11,Pearson India,317456600.41,319651613.48,73.99,normal
2023-24,Power & Energy,Directorate of Power,Bihar,Muzaffarpur,RDSS,283883529.87,232637218.17,175173115.2,Q1,4,Laxmi Infra Works,144617994.73,456490455.5,61.71,inflated
2021-22,Health & Family Welfare,Directorate of Health,Gujarat,Surat,Janani Suraksha Yojana,81574770.0,65401096.52,44378133.61,Q2,8,HG Infra Engineering,76854120.16,74480186.49,54.4,normal
2019-20,Women & Child Development,Directorate of Women,Madhya Pradesh,Satna,Beti Bachao Beti Padhao,182372583.13,148547813.3,126012920.05,Q4,1,Dilip Buildcon Ltd,161977042.97,158230819.75,69.1,normal
2022-23,Urban Development,Directorate of Urban Development,Tamil Nadu,Erode,Smart Cities,438826902.76,354806960.22,335465129.78,Q4,2,M/s Shiv Enterprises,240568643.41,515476896.83,76.45,inflated
2021-22,Social Justice,Directorate of Social Justice,Uttar Pradesh,Agra,PM SVANidhi,285496729.42,226858629.83,208378662.61,Q4,1,M/s Shiv Enterprises,248321512.92,247539019.5,72.99,repeat_vendor
2020-21,Social Justice,Directorate of Social Justice,Gujarat,Surat,PM SVANidhi,384340108.57,304413423.1,228776171.74,Q1,5,Mahindra Agri,323816933.03,327441323.42,59.52,normal
2023-24,Health & Family Welfare,Directorate of Health,Madhya Pradesh,Satna,Ayushman Bharat,73611386.24,63239382.92,61095532.28,Q2,8,Educomp Solutions,59807782.9,61080494.75,83.0,normal
2020-21,Power & Energy,Directorate of Power,Gujarat,Rajkot,DDUGJY,212037253.79,158881544.17,110479255.05,Q1,6,Engineers India Ltd,186807724.65,176486695.09,52.1,normal
2020-21,Women & Child Development,Directorate of Women,West Bengal,Siliguri,Mission Shakti,447583337.42,434040546.69,323364371.62,Q1,4,PNC Infratech,389332716.68,374874909.2,72.25,normal
2021-22,Women & Child Development,Directorate of Women,Karnataka,Hubballi,PM Matru Vandana Yojana,280893312.86,221824818.63,195356885.5,Q4,1,Laxmi Infra Works,259349490.93,254778004.23,69.55,repeat_vendor
2020-21,Water Resources,Directorate of Water Resources,Uttar Pradesh,Agra,National River Conservation Plan,57689831.16,50840740.24,43425025.45,Q4,2,M/s Shiv Enterprises,34478196.13,107594494.57,75.27,inflated
2019-20,Education,Directorate of Education,Telangana,Adilabad,NIPUN Bharat,373108063.23,333933546.51,299806542.05,Q1,4,Educomp Solutions,314614963.35,293052657.55,80.35,normal
2021-22,Infrastructure & Roads,Directorate of Infrastructure,Telangana,Hyderabad,Setu Bharatam,448430801.9,422857816.38,369485331.48,Q1,5,Kaveri Seeds,395879530.42,377177922.8,82.4,normal
